# STATION: 023HI
# STATION NAME: Hamoa
# LATITUDE: 20.7195
# LONGITUDE: -156.0024
# ELEVATION [ft]: 347.0
# STATE: HI
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,soil_temp_set_1,soil_temp_set_2,soil_temp_set_3,precip_accum_five_minute_set_1,soil_moisture_set_1,soil_moisture_set_2,soil_moisture_set_3,volt_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,altimeter_set_1d,sea_level_pressure_set_1d,wet_bulb_temperature_set_1d
023HI,2024-01-16T00:25:00Z,99370.0,24.5,75.93,1.152,144.2,3.056,,,,0.0,,,,13.52,,SE,,19.96,100626.13,100582.08,
023HI,2024-01-16T00:30:00Z,99370.0,24.672,76.68,0.736,151.2,2.222,,,,0.0,,,,13.52,,SSE,,20.29,100626.13,100581.37,
023HI,2024-01-16T00:35:00Z,99370.0,24.778,75.88,0.576,144.9,2.387,,,,0.0,,,,13.53,,SE,,20.22,100626.13,100580.94,
023HI,2024-01-16T00:40:00Z,99380.0,24.972,75.96,0.792,137.2,2.279,,,,0.0,,,,13.52,,SE,,20.43,100636.25,100590.27,
023HI,2024-01-16T00:45:00Z,99370.0,25.028,74.6,0.844,169.5,2.279,,,,0.0,,,,13.52,,S,,20.19,100626.13,100579.92,
023HI,2024-01-16T00:50:00Z,99370.0,25.111,74.52,0.504,159.9,2.279,,,,0.0,,,,13.53,,SSE,,20.25,100626.13,100579.58,
023HI,2024-01-16T00:55:00Z,99370.0,25.222,73.44,0.725,158.2,2.166,,,,0.0,,,,13.53,,SSE,,20.12,100626.13,100579.13,
023HI,2024-01-16T01:00:00Z,99370.0,25.15,73.22,0.756,154.2,2.387,,,,0.0,,,,13.53,,SSE,,20.01,100626.13,100579.43,
023HI,2024-01-16T01:05:00Z,99370.0,25.1,72.56,0.427,132.1,1.775,,,,0.0,,,,13.53,,SE,,19.81,100626.13,100579.63,
023HI,2024-01-16T01:10:00Z,99370.0,25.1,72.17,0.643,165.2,2.387,,,,0.0,,,,13.53,,SSE,,19.72,100626.13,100579.63,
023HI,2024-01-16T01:15:00Z,99370.0,25.028,72.94,0.705,132.2,2.279,,,,0.0,,,,13.53,,SE,,19.83,100626.13,100579.93,
023HI,2024-01-16T01:20:00Z,99370.0,24.95,72.06,0.993,131.4,2.387,,,,0.0,,,,13.53,,SE,,19.55,100626.13,100580.25,
023HI,2024-01-16T01:25:00Z,99370.0,24.989,73.01,0.55,138.4,1.945,,,,0.0,,,,13.53,,SE,,19.8,100626.13,100580.08,
023HI,2024-01-16T01:30:00Z,99380.0,25.239,72.87,0.463,136.2,1.775,,,,0.0,,,,13.53,,SE,,20.01,100636.25,100589.19,
023HI,2024-01-16T01:35:00Z,99380.0,25.278,71.78,0.396,140.9,1.723,,,,0.0,,,,13.53,,SE,,19.81,100636.25,100589.03,
023HI,2024-01-16T01:40:00Z,99380.0,25.161,72.89,0.489,154.7,1.723,,,,0.0,,,,13.53,,SSE,,19.94,100636.25,100589.5,
023HI,2024-01-16T01:45:00Z,99380.0,25.211,73.24,0.247,144.4,1.554,,,,0.0,,,,13.53,,SE,,20.07,100636.25,100589.3,
023HI,2024-01-16T01:50:00Z,99380.0,25.211,73.62,0.149,99.7,0.941,,,,0.0,,,,13.53,,E,,20.15,100636.25,100589.3,
023HI,2024-01-16T01:55:00Z,99370.0,25.061,73.63,0.417,72.47,1.888,,,,0.0,,,,13.53,,ENE,,20.01,100626.13,100579.79,
023HI,2024-01-16T02:00:00Z,99370.0,24.872,73.78,0.473,108.8,2.557,,,,0.0,,,,13.53,,ESE,,19.86,100626.13,100580.56,
023HI,2024-01-16T05:05:00Z,99610.0,18.85,88.4,0.231,276.5,0.72,,,,0.0,,,,13.02,,W,,16.88,100869.16,100848.66,
023HI,2024-01-16T05:10:00Z,99630.0,18.75,89.3,0.545,245.6,1.276,,,,0.0,,,,13.02,,WSW,,16.94,100889.41,100869.34,
023HI,2024-01-16T05:15:00Z,99640.0,18.65,89.9,0.664,256.4,1.111,,,,0.0,,,,13.02,,WSW,,16.95,100899.54,100879.89,
023HI,2024-01-16T05:20:00Z,99650.0,18.611,90.2,0.679,255.0,1.224,,,,0.0,,,,13.02,,WSW,,16.96,100909.67,100890.18,
023HI,2024-01-16T05:25:00Z,99650.0,18.611,90.4,0.463,262.2,1.055,,,,0.0,,,,13.01,,W,,17.0,100909.67,100890.18,
023HI,2024-01-16T05:30:00Z,99650.0,18.678,90.2,0.432,297.0,0.998,,,,0.0,,,,13.01,,WNW,,17.03,100909.67,100889.89,
023HI,2024-01-16T05:35:00Z,99670.0,18.65,90.0,0.278,262.9,0.941,,,,0.0,,,,13.01,,W,,16.97,100929.92,100910.26,
023HI,2024-01-16T05:40:00Z,99660.0,18.7,89.7,0.669,260.5,1.554,,,,0.0,,,,13.01,,W,,16.96,100919.79,100899.92,
023HI,2024-01-16T05:45:00Z,99670.0,18.761,89.4,0.55,233.3,1.332,,,,0.0,,,,13.0,,SW,,16.97,100929.92,100909.79,
023HI,2024-01-16T05:50:00Z,99670.0,18.75,89.1,0.278,266.0,0.777,,,,0.0,,,,13.01,,W,,16.9,100929.92,100909.83,
023HI,2024-01-16T05:55:00Z,99670.0,18.722,89.1,0.684,258.1,1.446,,,,0.0,,,,13.0,,WSW,,16.88,100929.92,100909.95,
023HI,2024-01-16T06:00:00Z,99670.0,18.739,89.2,0.679,257.2,1.055,,,,0.0,,,,13.0,,WSW,,16.91,100929.92,100909.88,
023HI,2024-01-16T06:05:00Z,99670.0,18.728,89.8,0.576,263.6,1.111,,,,0.0,,,,13.0,,W,,17.01,100929.92,100909.93,
023HI,2024-01-16T06:10:00Z,99660.0,18.8,90.0,0.463,260.9,1.168,,,,0.0,,,,13.0,,W,,17.11,100919.79,100899.5,
023HI,2024-01-16T06:15:00Z,99660.0,18.861,90.1,0.705,242.3,1.389,,,,0.0,,,,13.0,,WSW,,17.19,100919.79,100899.23,
023HI,2024-01-16T06:20:00Z,99660.0,19.039,90.2,0.499,272.2,1.497,,,,0.0,,,,13.0,,W,,17.38,100919.79,100898.47,
023HI,2024-01-16T06:25:00Z,99650.0,18.978,90.0,0.818,255.4,1.332,,,,0.0,,,,12.99,,WSW,,17.29,100909.67,100888.61,
023HI,2024-01-16T06:30:00Z,99640.0,18.828,91.2,0.458,260.8,0.941,,,,0.0,,,,12.99,,W,,17.35,100899.54,100879.13,
023HI,2024-01-16T06:35:00Z,99640.0,18.728,91.5,0.689,251.8,1.332,,,,0.0,,,,12.99,,WSW,,17.31,100899.54,100879.55,
023HI,2024-01-16T06:40:00Z,99630.0,18.839,92.7,0.972,271.0,2.166,,,,0.0,,,,12.99,,W,,17.62,100889.41,100868.95,
023HI,2024-01-16T06:45:00Z,99630.0,19.422,91.5,0.823,214.5,2.444,,,,0.0,,,,12.99,,SW,,17.99,100889.41,100866.47,
023HI,2024-01-16T06:50:00Z,99640.0,19.411,90.1,0.556,224.3,1.446,,,,0.0,,,,12.99,,SW,,17.73,100899.54,100876.64,
023HI,2024-01-16T06:55:00Z,99640.0,19.3,90.5,0.648,287.6,1.497,,,,0.0,,,,12.99,,WNW,,17.7,100899.54,100877.11,
023HI,2024-01-16T07:00:00Z,99630.0,19.4,90.0,0.571,229.0,1.111,,,,0.0,,,,12.98,,SW,,17.71,100889.41,100866.56,
023HI,2024-01-16T07:05:00Z,99640.0,19.4,90.1,0.545,271.8,1.168,,,,0.0,,,,12.98,,W,,17.72,100899.54,100876.69,
023HI,2024-01-16T07:10:00Z,99640.0,19.289,90.0,0.247,285.0,1.111,,,,0.0,,,,12.98,,WNW,,17.6,100899.54,100877.16,
023HI,2024-01-16T07:15:00Z,99640.0,19.289,90.4,0.633,284.8,1.389,,,,0.0,,,,12.98,,WNW,,17.67,100899.54,100877.16,
023HI,2024-01-16T07:20:00Z,99640.0,19.361,90.0,0.746,251.7,1.667,,,,0.0,,,,12.98,,WSW,,17.67,100899.54,100876.85,
023HI,2024-01-16T07:25:00Z,99640.0,19.122,90.7,0.268,245.1,0.941,,,,0.0,,,,12.98,,WSW,,17.56,100899.54,100877.87,
023HI,2024-01-16T07:30:00Z,99650.0,18.95,90.6,0.777,272.3,1.61,,,,0.0,,,,12.97,,W,,17.37,100909.67,100888.73,
023HI,2024-01-16T07:35:00Z,99640.0,18.961,89.5,0.694,256.0,1.111,,,,0.0,,,,12.98,,WSW,,17.18,100899.54,100878.56,
023HI,2024-01-16T07:40:00Z,99640.0,18.889,89.4,0.566,273.6,1.055,,,,0.0,,,,12.97,,W,,17.09,100899.54,100878.87,
023HI,2024-01-16T07:45:00Z,99640.0,19.05,90.0,0.535,263.7,1.276,,,,0.0,,,,12.97,,W,,17.36,100899.54,100878.18,
023HI,2024-01-16T07:50:00Z,99640.0,18.95,90.5,0.252,220.6,0.941,,,,0.0,,,,12.97,,SW,,17.35,100899.54,100878.61,
023HI,2024-01-16T07:55:00Z,99640.0,19.139,90.7,0.741,287.3,1.276,,,,0.0,,,,12.96,,WNW,,17.57,100899.54,100877.8,
023HI,2024-01-16T08:00:00Z,99640.0,19.161,89.7,0.597,264.9,0.998,,,,0.0,,,,12.97,,W,,17.42,100899.54,100877.71,
023HI,2024-01-16T08:05:00Z,99640.0,18.961,90.6,0.746,282.1,1.667,,,,0.0,,,,12.97,,WNW,,17.38,100899.54,100878.56,
023HI,2024-01-16T08:10:00Z,99640.0,18.9,91.0,0.561,254.4,1.389,,,,0.0,,,,12.97,,WSW,,17.39,100899.54,100878.82,
023HI,2024-01-16T08:15:00Z,99640.0,18.889,91.6,0.911,241.2,1.61,,,,0.0,,,,12.96,,WSW,,17.48,100899.54,100878.86,
023HI,2024-01-16T08:20:00Z,99640.0,18.822,91.7,0.607,261.7,1.224,,,,0.0,,,,12.96,,W,,17.43,100899.54,100879.15,
023HI,2024-01-16T08:25:00Z,99640.0,18.872,90.6,0.612,286.5,1.332,,,,0.0,,,,12.96,,WNW,,17.29,100899.54,100878.94,
023HI,2024-01-16T08:30:00Z,99630.0,18.972,89.1,0.468,262.4,1.168,,,,0.0,,,,12.96,,W,,17.12,100889.41,100868.39,
023HI,2024-01-16T08:35:00Z,99620.0,19.389,86.6,0.751,331.7,3.334,,,,0.0,,,,12.96,,NNW,,17.08,100879.29,100856.49,
023HI,2024-01-16T08:40:00Z,99610.0,19.761,83.7,0.761,180.9,1.945,,,,0.0,,,,12.96,,S,,16.91,100869.16,100844.79,
023HI,2024-01-16T08:45:00Z,99620.0,20.072,82.4,0.72,188.0,2.387,,,,0.0,,,,12.96,,S,,16.96,100879.29,100853.6,
023HI,2024-01-16T08:50:00Z,99620.0,19.728,83.3,0.324,285.6,1.332,,,,0.0,,,,12.95,,WNW,,16.8,100879.29,100855.06,
023HI,2024-01-16T08:55:00Z,99620.0,19.572,86.1,0.761,258.3,1.276,,,,0.0,,,,12.95,,WSW,,17.17,100879.29,100855.71,
023HI,2024-01-16T09:00:00Z,99610.0,19.222,87.8,0.525,256.1,1.554,,,,0.0,,,,12.95,,WSW,,17.14,100869.16,100847.08,
023HI,2024-01-16T09:05:00Z,99610.0,19.139,87.3,0.489,306.6,1.276,,,,0.0,,,,12.95,,NW,,16.96,100869.16,100847.43,
023HI,2024-01-16T09:10:00Z,99600.0,19.572,85.6,0.586,264.8,1.389,,,,0.0,,,,12.93,,W,,17.08,100859.03,100835.47,
023HI,2024-01-16T09:15:00Z,99590.0,20.072,86.4,0.684,317.6,2.608,,,,0.0,,,,12.93,,NW,,17.72,100848.91,100823.22,
023HI,2024-01-16T09:20:00Z,99570.0,20.55,86.0,0.633,264.3,1.497,,,,0.0,,,,12.94,,W,,18.11,100828.66,100800.95,
023HI,2024-01-16T09:25:00Z,99570.0,19.811,86.6,0.684,246.5,1.61,,,,0.0,,,,12.94,,WSW,,17.5,100828.66,100804.08,
023HI,2024-01-16T09:30:00Z,99580.0,19.478,88.3,0.535,249.0,1.497,,,,0.0,,,,12.93,,WSW,,17.48,100838.78,100815.61,
023HI,2024-01-16T09:35:00Z,99580.0,19.461,87.7,0.849,250.3,2.222,,,,0.0,,,,12.94,,WSW,,17.35,100838.78,100815.69,
023HI,2024-01-16T09:40:00Z,99580.0,19.428,87.8,0.694,290.7,2.053,,,,0.0,,,,12.94,,WNW,,17.34,100838.78,100815.83,
023HI,2024-01-16T09:45:00Z,99570.0,19.411,87.4,0.643,286.7,1.389,,,,0.0,,,,12.94,,WNW,,17.25,100828.66,100805.78,
023HI,2024-01-16T09:50:00Z,99570.0,19.228,88.2,0.669,256.0,1.224,,,,0.0,,,,12.93,,WSW,,17.21,100828.66,100806.55,
023HI,2024-01-16T09:55:00Z,99570.0,19.189,88.6,0.664,299.9,1.332,,,,0.0,,,,12.93,,WNW,,17.25,100828.66,100806.72,
